title,type,ontology/birthDate,ontology/deathDate,ontology/deathCause_label
Thomas_Naylor,Other,1936-05-30,2012-12-12,Stroke
Thomas_S._Steers,Other,,1884-06-13,Death by natural causes
Thomas_Woolsey_Thorne,Other,,1885-03-20,Apoplexy
Thurbrand_the_Hold,Other,,,Ealdred II of Bamburgh
Tige_Andrews,Artist,1920-03-19,2007-01-27,Cardiac arrest
Tiger_Prabhakar,Artist,1950-03-30,2001-03-25,Multiple organ dysfunction syndrome
Tim_Hetherington,Other,1970-12-05,2011-04-20,Ballistic trauma
Tim_Ralfe,Other,1938-10-27,2000-10-27,Myocardial infarction
Timothy_Patrick_Murphy,Artist,1959-11-03,1988-12-06,AIDS
Tina_Morpurgo,Artist,1907-03-06,1944-06-01,The Holocaust
Tina_Wiseman,Artist,1965-09-26,2005-02-20,Embolism
Tirot_Sing,Other,,1835-07-17,Dhaka
Tiruppur_Kumaran,Other,1904-10-04,1932-01-11,Head injury
Tjong_A_Fie,Businessperson,,1921-02-04,Apoplexy
Todd_Beamer,Other,1968-11-24,2001-09-11,Aviation accidents and incidents
"Toliver_Craig,_Sr.",Other,,,Death by natural causes
Tom_Greenway,Artist,1909-06-05,1985-02-08,Myocardial infarction
Tom_Mooney_(educator),Other,1954-09-12,2006-12-03,Myocardial infarction
Tom_Nicon,Other,1988-03-22,2010-06-18,Suicide
Tom_Sherak,Other,1945-06-22,2014-01-28,Prostate cancer
Tom_Threepersons,Other,1889-07-22,1969-04-02,Pneumonia
Tom_Tully,Artist,1908-08-21,1982-04-27,Cancer
Tommy_Noonan,Artist,1921-04-29,1968-04-24,Brain tumor
Tomás_Harris,Other,1908-04-10,1964-01-27,Traffic collision
Tony_Fenton,Other,1961-03-25,2015-03-11,Melanoma
Tony_Steedman,Artist,1927-08-21,2001-02-04,Alzheimer's disease
Tony_Young_(actor),Artist,1937-06-28,2002-02-26,Lung cancer
Trapper_Nelson,Other,,,Suicide
Travis_M._Kerr,Businessperson,1902-07-28,"['1970-06-07', '1970-07-07']",Cerebral hemorrhage
"Tremayne_Rodd,_3rd_Baron_Rennell",Other,1935-06-28,2006-12-09,Cancer
Trent_Lehman,Artist,1961-02-23,1982-01-18,Suicide by hanging
Trevor_Rhone,Artist,1940-03-24,2009-09-15,Myocardial infarction
Trevor_Williams_(violinist),Other,1929-02-10,2007-05-11,Parkinson's disease
Trijntje_Keever,Other,1616-04-10,1633-07-22,Cancer
Tula_(Curaçao),Other,,1795-10-03,Capital punishment
Tushar_Makwana,Other,1967-02-02,2004-02-12,Manslaughter
Tyler_McVey,Artist,1912-02-14,2003-07-04,Leukemia
T._R._Ramachandran,Artist,1917-01-09,1990-11-30,Cardiac surgery
Tahar_Touati,Other,,,Capital punishment
Takashi_Taniguchi,Artist,1947-07-05,2012-12-27,Disease
Tandi_Iman_Dupree,Other,1978-08-13,2005-12-31,AIDS
Tang_Junyi,Other,1909-01-17,1978-02-02,Lung cancer
Tanner_Smith,Other,,"['1919-07-26', '1919-07-28']",Murder
Tara_Correa-McMullen,Artist,1989-05-24,2005-10-21,Homicide
Tarak_Mekki,Politician,1958-06-27,2012-12-31,Cardiac arrest
Telman_Adigozalov,Artist,1953-07-17,2010-04-15,Myocardial infarction
Terry_Peck,Other,1938-08-02,2006-12-30,Cancer
The_Bottler,Other,,,Murder
Uwe_Nettelbeck,Other,1940-08-07,2007-01-17,Cancer
V._Somashekhar,Other,1937-07-27,2003-08-22,Renal failure
Valeriu_Boboc,Other,1985-05-05,2009-04-07,April 2009 Moldovan parliamentary election protests
Valeriy_Priyomykhov,Artist,1943-12-26,2000-08-25,Brain tumor
Van_Lear_Black,Businessperson,1875-12-18,1930-08-18,USS Sabalo (SP-225)
Vantile_Whitfield,Other,1930-09-08,2005-01-09,Alzheimer's disease
Ved_Prakash_Arya,Other,1968-12-07,2011-08-25,Accident
Venus_Xtravaganza,Other,1965-05-22,1988-12-21,Strangling
Vera_Peters,Other,1911-04-28,1993-10-01,Breast cancer
Vernon_Dent,Artist,1895-02-16,1963-11-05,Myocardial infarction
Victor_Bussie,Other,1919-01-27,2011-09-04,Stomach cancer
Victor_Poor,Other,1933-07-12,2012-08-17,Pancreatic cancer
Victoria_Leigh_Soto,Other,1985-11-04,2012-12-14,Sandy Hook Elementary School shooting
Victoria_Shaw_(actress),Artist,1935-05-25,1988-08-17,Chronic obstructive pulmonary disease
Vida_Jerman,Artist,1939-05-28,2011-12-10,Lung cancer
Vijaygupta_Maurya,Artist,1909-03-26,1992-07-10,Parkinson's disease
Viktor_Popkov,Activist,1946-06-17,2001-06-02,Assassination
Viktor_Rosenzweig,Artist,,1941-07-09,The Holocaust
Viola_Herms_Drath,Artist,1920-02-08,2011-08-11,Homicide
Virginia_Lee_Corbin,Artist,1910-12-05,"['1942-06-04', '1942-06-05']",Tuberculosis
Vittorio_Arrigoni,Activist,1975-02-04,2011-04-15,Tawhid al-Jihad (Gaza Strip)
Viveka_Babajee,Artist,1973-05-27,2010-06-25,Suicide by hanging
Vivian_Dandridge,Artist,1921-04-22,"['1991-10-21', '1991-10-26']",Stroke
Vladimir_Sokoloff,Artist,1889-12-26,1962-02-15,Stroke
Vlado_Singer,Politician,1908-10-21,,The Holocaust
Vojislav_Vojinović,Other,,,Plague (disease)
Vonetta_McGee,Artist,1945-01-14,2010-07-09,Cardiac arrest
Vyacheslav_Kotyonochkin,Other,1927-06-20,2000-11-20,Death by natural causes
W._Alton_Jones,Businessperson,1891-04-19,1962-03-01,American Airlines Flight 1
W._Tate_Brady,Activist,1870-01-20,"['1925-08-25', '1925-08-29']",Suicide
Wade_Dominguez,Artist,1966-05-10,1998-08-26,Respiratory failure
Waldo_Hunt,Other,1920-11-28,2009-11-06,Heart failure
Walter_Connolly,Artist,1887-04-08,1940-05-28,Stroke
Walter_D'Arcy_Ryan,Other,1870-04-17,1934-03-14,Myocardial infarction
Walter_Fremont,Other,1924-07-20,2007-01-07,Amyotrophic lateral sclerosis
Walter_J._Zable,Businessperson,1915-06-17,2012-06-23,Death by natural causes
Walter_Kiernan,Other,1902-01-25,1978-01-08,Cancer
Walter_Newton_Read,Other,1918-02-08,2001-12-22,Cancer
Walter_S._Mason_Jr.,Other,,,Alzheimer's disease
Walter_Sande,Artist,1906-07-09,1971-11-22,Myocardial infarction
Warren_Casey,Artist,1935-04-20,1988-11-08,AIDS
Warren_Vanders,Artist,1930-05-23,2009-11-27,Lung cancer
Wende_Wagner,Artist,1941-12-06,1997-02-26,Cancer
Wendie_Jo_Sperber,Artist,1958-09-15,"['2005-11-29', '2006-11-29']",Breast cancer
Werner_Heyking,Artist,1913-06-14,1974-10-10,Head and neck cancer
Werner_Veigel,Other,1928-11-09,1995-05-02,Brain tumor
Whitney_Robson_Harris,Other,1912-08-12,2010-04-21,Cancer
Widad_Hamdi,Artist,1924-03-07,1994-03-26,Stabbing
Wilfrid_Lawson_(actor),Artist,1900-01-14,1966-10-10,Myocardial infarction
Willard_Lamb_Velie,Businessperson,,"['1928-09-24', '1928-10-24']",Embolism
Willard_Parker,Artist,1912-02-05,1996-12-04,Myocardial infarction
Willi_Ninja,Artist,1961-04-12,"['2006-09-02', '2012-04-06']",AIDS
"William_Backhouse_Astor,_Jr.",Businessperson,1829-07-12,1892-04-25,Aneurysm
William_Bakewell,Artist,1908-05-02,1993-04-15,Leukemia
William_Braine,Other,,1846-04-03,Lead poisoning
William_Byrd_III,Politician,1728-09-06,1777-01-02,Suicide
William_Coffin_Coleman,Other,"['1870-05-21', '1870-10-20']",1957-11-02,Myocardial infarction
William_Corcoran_Eustis,Other,1862-07-20,1921-11-24,Pneumonia
William_Cotton_(missionary),Other,1813-01-30,1879-06-22,Ascites
William_Dozier,Artist,1908-02-13,1991-04-23,Stroke
William_Dubh_MacLeod,Other,,,Battle of Bloody Bay
William_E._McAnulty_Jr.,Other,1947-10-09,2007-08-23,Metastasis
William_Fawcett_(actor),Artist,1894-09-08,1974-01-25,Cardiovascular disease
William_Fetherstone_Montgomery,Other,,,Angina pectoris
William_Garwood,Artist,1884-04-28,1950-12-28,Cirrhosis
William_Gravatt,Other,1806-07-14,1866-05-30,Accident
William_H._Ahmanson,Businessperson,1925-10-12,,Chronic obstructive pulmonary disease
William_Henry_Aspinwall,Businessperson,1807-12-16,1875-01-18,Myocardial infarction
William_Henry_Fitchett,Artist,1841-08-09,1928-05-25,Peptic ulcer
William_Innell_Clement,Other,,,Apoplexy
William_Joyce,Other,1906-04-24,1946-01-03,Capital punishment
William_L._Carpenter,Other,1844-01-13,1898-07-10,Bright's disease
William_M._Hadley,Other,1917-03-21,1992-06-29,Stroke
William_M._Kramer,Other,,,Diabetes mellitus
William_P._Ford,Other,1936-04-28,2008-06-01,Esophageal cancer
William_Penn_Patrick,Businessperson,1930-03-31,1973-06-09,Aviation accidents and incidents
William_S._O'Brien,Other,,1878-05-02,Bright's disease
William_T._Young,Businessperson,1918-02-15,2004-01-12,Myocardial infarction
William_Thomas_Rawleigh,Politician,1870-12-03,1951-01-23,Death by natural causes
William_Ward_Pigman,Other,1910-03-05,1977-09-30,Myocardial infarction
William_Worthy,Other,1921-07-07,2014-05-04,Alzheimer's disease
"William_Zeckendorf,_Jr.",Businessperson,1929-10-31,2014-02-12,Respiratory failure
Willie_Barrow,Activist,1924-12-07,2015-03-12,Respiratory failure
Willie_Fung,Artist,1896-03-03,1945-04-16,Coronary occlusion
Win_Ng,Other,1936-04-13,"['1991-09-06', '1991-09-07']",AIDS
Windell_Middlebrooks,Artist,1979-01-08,2015-03-09,Pulmonary embolism
Winfried_Freudenberg,Other,1956-08-29,1989-03-08,East Berlin
Winston_Rekert,Artist,,2012-09-14,Cancer
Wirt_Bowman,Politician,1874-03-28,1949-04-20,Myocardial infarction
Wirt_Williams,Artist,1921-08-21,1986-06-29,Stroke
Wrex_Tarr,Other,1934-06-24,2006-06-06,Myocardial infarction
Xavier_Montsalvatge,Other,1912-03-11,2002-05-07,Chronic obstructive pulmonary disease
Xavier_Valls,Artist,1923-09-18,2006-09-16,Colorectal cancer
Yusuf_Bey,Activist,1935-12-21,2003-09-30,Cancer
Yves_Rocher,Businessperson,1930-04-07,2009-12-26,Stroke
Yvonne_Carter,Other,1959-04-16,2009-10-20,Breast cancer
Yashwant_Sonawane,Other,,2011-01-25,Assassination
Yasser_Salihee,Other,1974-06-30,2005-06-24,United States Army
Yasushi_Nirasawa,Artist,1963-08-26,2016-02-02,Renal failure
Yehuda_Getz,Other,,1995-09-17,Myocardial infarction
Zack_du_Plessis,Artist,,,Cancer
Zander_Hollander,Artist,1923-03-24,2014-04-11,Alzheimer's disease
Zeituni_Onyango,Other,1952-05-29,"['2014-04-07', '2014-04-08']",Breast cancer
Zheng_Cao,Other,1966-07-09,2013-02-21,Lung cancer
Zo_d'Axa,Artist,1864-05-28,1930-08-30,Suicide
Zvonimir_Richtmann,Other,1901-11-22,1941-07-09,The Holocaust
